AvgSpotLen_l	BioSample_s	Experiment_s	InsertSize_l	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s
202	SAMEA1499272	ERX140427	200	LC_C1_Txn1	2012-09-10	7464	5197	2012-09-10	ERR164550	ERS167310	LC_C1	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499302	ERX140428	200	LC_C2_Txn1	2012-09-10	10327	7178	2012-09-10	ERR164551	ERS167311	LC_C2	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499306	ERX140429	200	LC_C3_Txn1	2012-09-10	8009	5586	2012-09-10	ERR164552	ERS167312	LC_C3	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499329	ERX140430	200	LC_C4_Txn1	2012-09-10	8924	6193	2012-09-10	ERR164553	ERS167313	LC_C4	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499346	ERX140431	200	LC_C5_Txn1	2012-09-10	7514	5295	2012-09-10	ERR164554	ERS167314	LC_C5	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499362	ERX140432	200	LC_C6_Txn1	2012-09-10	8931	6267	2012-09-10	ERR164555	ERS167315	LC_C6	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499376	ERX140433	200	LC_C7_Txn1	2012-09-10	8772	6140	2012-09-10	ERR164556	ERS167316	LC_C7	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499226	ERX140434	200	LC_C8_Txn1	2012-09-10	9100	6356	2012-09-10	ERR164557	ERS167317	LC_C8	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499250	ERX140435	200	LC_C9_Txn1	2012-09-10	7177	5038	2012-09-10	ERR164558	ERS167318	LC_C9	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499277	ERX140436	200	LC_C10_Txn1	2012-09-10	8754	6108	2012-09-10	ERR164559	ERS167319	LC_C10	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499328	ERX140437	200	LC_C11_Txn1	2012-09-10	7001	4765	2012-09-10	ERR164560	ERS167320	LC_C11	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499305	ERX140438	200	LC_C12_Txn1	2012-09-10	6502	4452	2012-09-10	ERR164561	ERS167321	LC_C12	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499364	ERX140439	200	LC_C13_Txn1	2012-09-10	6082	4142	2012-09-10	ERR164562	ERS167322	LC_C13	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499359	ERX140440	200	LC_C14_Txn1	2012-09-10	7624	5161	2012-09-10	ERR164563	ERS167323	LC_C14	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499241	ERX140441	200	LC_C15_Txn1	2012-09-10	11591	7888	2012-09-10	ERR164564	ERS167324	LC_C15	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499230	ERX140442	200	LC_C16_Txn1	2012-09-10	7435	5025	2012-09-10	ERR164565	ERS167325	LC_C16	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499288	ERX140443	200	LC_C17_Txn1	2012-09-10	7237	4896	2012-09-10	ERR164566	ERS167326	LC_C17	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499300	ERX140444	200	LC_C18_Txn1	2012-09-10	8399	5683	2012-09-10	ERR164567	ERS167327	LC_C18	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499278	ERX140445	200	LC_C19_Txn1	2012-09-10	7630	5163	2012-09-10	ERR164568	ERS167328	LC_C19	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499331	ERX140446	200	LC_C20_Txn1	2012-09-10	7054	4766	2012-09-10	ERR164569	ERS167329	LC_C20	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499322	ERX140447	200	LC_C21_Txn1	2012-09-10	6363	4296	2012-09-10	ERR164570	ERS167330	LC_C21	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499334	ERX140448	200	LC_C22_Txn1	2012-09-10	7094	4864	2012-09-10	ERR164571	ERS167331	LC_C22	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499284	ERX140449	200	LC_C23_Txn1	2012-09-10	8051	5525	2012-09-10	ERR164572	ERS167332	LC_C23	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499264	ERX140450	200	LC_C24_Txn1	2012-09-10	6635	4564	2012-09-10	ERR164573	ERS167333	LC_C24	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499254	ERX140451	200	LC_C25_Txn1	2012-09-10	7871	5420	2012-09-10	ERR164574	ERS167334	LC_C25	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499239	ERX140452	200	LC_C26_Txn1	2012-09-10	7905	5392	2012-09-10	ERR164575	ERS167335	LC_C26	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499380	ERX140453	200	LC_C27_Txn1	2012-09-10	7725	5275	2012-09-10	ERR164576	ERS167336	LC_C27	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499355	ERX140454	200	LC_C28_Txn1	2012-09-10	10203	6695	2012-09-10	ERR164577	ERS167337	LC_C28	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499342	ERX140455	200	LC_C29_Txn1	2012-09-10	10065	6605	2012-09-10	ERR164578	ERS167338	LC_C29	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499323	ERX140456	200	LC_C30_Txn1	2012-09-10	9763	6449	2012-09-10	ERR164579	ERS167339	LC_C30	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499339	ERX140457	200	LC_C31_Txn1	2012-09-10	10214	6929	2012-09-10	ERR164580	ERS167340	LC_C31	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499357	ERX140458	200	LC_C32_Txn1	2012-09-10	11059	7489	2012-09-10	ERR164581	ERS167341	LC_C32	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499345	ERX140459	200	LC_C33_Txn1	2012-09-10	10910	7401	2012-09-10	ERR164582	ERS167342	LC_C33	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499366	ERX140460	200	LC_C34_Txn1	2012-09-10	9608	6551	2012-09-10	ERR164583	ERS167343	LC_C34	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499222	ERX140461	200	LC_C35_Txn1	2012-09-10	9705	6640	2012-09-10	ERR164584	ERS167344	LC_C35	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499257	ERX140462	200	LC_C36_Txn1	2012-09-10	8069	5515	2012-09-10	ERR164585	ERS167345	LC_C36	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499280	ERX140463	200	LC_S6_Txn1	2012-09-10	6857	4767	2012-09-10	ERR164586	ERS167346	LC_S6	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499280	ERX140464	200	LC_S6_Txn1	2012-09-10	9114	5966	2012-09-10	ERR164587	ERS167346	LC_S6	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499299	ERX140465	200	LC_S8_Txn1	2012-09-10	4342	3017	2012-09-10	ERR164588	ERS167347	LC_S8	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499324	ERX140466	200	LC_S9_Txn1	2012-09-10	21065	14634	2012-09-10	ERR164589	ERS167348	LC_S9	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499332	ERX140467	200	LC_S10_Txn1	2012-09-10	4939	3445	2012-09-10	ERR164590	ERS167349	LC_S10	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499326	ERX140468	200	LC_S11_Txn1	2012-09-10	7829	5408	2012-09-10	ERR164591	ERS167350	LC_S11	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499266	ERX140469	200	LC_S12_Txn1	2012-09-10	16612	11485	2012-09-10	ERR164592	ERS167351	LC_S12	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499292	ERX140470	200	LC_S13_Txn1	2012-09-10	7670	5320	2012-09-10	ERR164593	ERS167352	LC_S13	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499296	ERX140471	200	LC_S14_Txn1	2012-09-10	6782	4723	2012-09-10	ERR164594	ERS167353	LC_S14	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499233	ERX140472	200	LC_S15_Txn1	2012-09-10	10632	7528	2012-09-10	ERR164595	ERS167354	LC_S15	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499260	ERX140473	200	LC_S16_Txn1	2012-09-10	2107	1510	2012-09-10	ERR164596	ERS167355	LC_S16	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499260	ERX140474	200	LC_S16_Txn1	2012-09-10	6590	4467	2012-09-10	ERR164597	ERS167355	LC_S16	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499358	ERX140475	200	LC_S17_Txn1	2012-09-10	3101	2227	2012-09-10	ERR164598	ERS167356	LC_S17	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499358	ERX140476	200	LC_S17_Txn1	2012-09-10	6980	4723	2012-09-10	ERR164599	ERS167356	LC_S17	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499378	ERX140477	200	LC_S18_Txn1	2012-09-10	18509	13092	2012-09-10	ERR164600	ERS167357	LC_S18	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499313	ERX140478	200	LC_S19_Txn1	2012-09-10	11638	8258	2012-09-10	ERR164601	ERS167358	LC_S19	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499333	ERX140479	200	LC_S20_Txn1	2012-09-10	11108	7848	2012-09-10	ERR164602	ERS167359	LC_S20	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499268	ERX140480	200	LC_S21_Txn1	2012-09-10	12301	8664	2012-09-10	ERR164603	ERS167360	LC_S21	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499251	ERX140481	200	LC_S22_Txn1	2012-09-10	10063	7102	2012-09-10	ERR164604	ERS167361	LC_S22	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499235	ERX140482	200	LC_S23_Txn1	2012-09-10	10653	7478	2012-09-10	ERR164605	ERS167362	LC_S23	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499261	ERX140483	200	LC_S24_Txn1	2012-09-10	12548	8848	2012-09-10	ERR164606	ERS167363	LC_S24	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499240	ERX140484	200	LC_S25_Txn1	2012-09-10	11917	8398	2012-09-10	ERR164607	ERS167364	LC_S25	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499224	ERX140485	200	LC_S26_Txn1	2012-09-10	11697	8246	2012-09-10	ERR164608	ERS167365	LC_S26	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499291	ERX140486	200	LC_S27_Txn1	2012-09-10	11097	7798	2012-09-10	ERR164609	ERS167366	LC_S27	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499276	ERX140487	200	LC_S28_Txn1	2012-09-10	10582	7298	2012-09-10	ERR164610	ERS167367	LC_S28	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499341	ERX140488	200	LC_S29_Txn1	2012-09-10	12197	8426	2012-09-10	ERR164611	ERS167368	LC_S29	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499310	ERX140489	200	LC_S30_Txn1	2012-09-10	10734	7464	2012-09-10	ERR164612	ERS167369	LC_S30	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499367	ERX140490	200	LC_S31_Txn1	2012-09-10	12931	8940	2012-09-10	ERR164613	ERS167370	LC_S31	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499237	ERX140491	200	LC_S32_Txn1	2012-09-10	11125	7786	2012-09-10	ERR164614	ERS167371	LC_S32	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499245	ERX140492	200	LC_S33_Txn1	2012-09-10	12200	8528	2012-09-10	ERR164615	ERS167372	LC_S33	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499265	ERX140493	200	LC_S34_Txn1	2012-09-10	11922	8358	2012-09-10	ERR164616	ERS167373	LC_S34	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499287	ERX140494	200	LC_S35_Txn1	2012-09-10	10433	7296	2012-09-10	ERR164617	ERS167374	LC_S35	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499293	ERX140495	200	LC_S36_Txn1	2012-09-10	9583	6771	2012-09-10	ERR164618	ERS167375	LC_S36	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499315	ERX140496	200	LC_S37_Txn1	2012-09-10	12981	9156	2012-09-10	ERR164619	ERS167376	LC_S37	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499335	ERX140497	200	LC_S38_Txn1	2012-09-10	11607	8194	2012-09-10	ERR164620	ERS167377	LC_S38	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499349	ERX140498	200	LC_S39_Txn1	2012-09-10	12827	9029	2012-09-10	ERR164621	ERS167378	LC_S39	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499371	ERX140499	200	LC_S40_Txn1	2012-09-10	6501	4497	2012-09-10	ERR164622	ERS167379	LC_S40	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499286	ERX140500	200	LC_S41_Txn1	2012-09-10	6592	4558	2012-09-10	ERR164623	ERS167380	LC_S41	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499221	ERX140501	200	LC_S42_Txn1	2012-09-10	7907	5467	2012-09-10	ERR164624	ERS167381	LC_S42	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499246	ERX140502	200	LC_S43_Txn1	2012-09-10	6722	4659	2012-09-10	ERR164625	ERS167382	LC_S43	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499353	ERX140503	200	LC_S44_Txn1	2012-09-10	6699	4639	2012-09-10	ERR164626	ERS167383	LC_S44	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499372	ERX140504	200	LC_S45_Txn1	2012-09-10	7192	4979	2012-09-10	ERR164627	ERS167384	LC_S45	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499316	ERX140505	200	LC_S46_Txn1	2012-09-10	7052	4887	2012-09-10	ERR164628	ERS167385	LC_S46	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499303	ERX140506	200	LC_S47_Txn1	2012-09-10	6164	4264	2012-09-10	ERR164629	ERS167386	LC_S47	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499319	ERX140507	200	LC_S48_Txn1	2012-09-10	6167	4263	2012-09-10	ERR164630	ERS167387	LC_S48	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499273	ERX140508	200	LC_S49_Txn1	2012-09-10	6875	4776	2012-09-10	ERR164631	ERS167388	LC_S49	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499285	ERX140509	200	LC_S50_Txn1	2012-09-10	6774	4696	2012-09-10	ERR164632	ERS167389	LC_S50	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499252	ERX140510	200	LC_S51_Txn1	2012-09-10	7441	5147	2012-09-10	ERR164633	ERS167390	LC_S51	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
202	SAMEA1499247	ERX140511	200	LC_S52_Txn1	2012-09-10	6379	4331	2012-09-10	ERR164634	ERS167391	LC_S52	OTHER	PRJEB2784	GMISNU	public	Illumina HiSeq 2000	PAIRED	unspecified	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001058
